[2026-06-15 00:43:26,242][urllib3.connectionpool][WARNING] - Retrying (Retry(total=4, connect=None, read=None, redirect=None, status=None)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 00:56:49,202][urllib3.connectionpool][WARNING] - Retrying (Retry(total=4, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(104, 'Connection reset by peer')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 00:56:49,205][urllib3.connectionpool][WARNING] - Retrying (Retry(total=4, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(104, 'Connection reset by peer')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 00:56:50,202][urllib3.connectionpool][WARNING] - Retrying (Retry(total=3, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(104, 'Connection reset by peer')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 00:56:50,211][urllib3.connectionpool][WARNING] - Retrying (Retry(total=3, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c14f700>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 00:56:50,211][urllib3.connectionpool][WARNING] - Retrying (Retry(total=3, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c14fc70>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 00:56:52,265][urllib3.connectionpool][WARNING] - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c14f490>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 00:56:52,265][urllib3.connectionpool][WARNING] - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c140040>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 00:56:52,265][urllib3.connectionpool][WARNING] - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c236680>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 00:56:56,288][urllib3.connectionpool][WARNING] - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c1428c0>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 00:56:56,288][urllib3.connectionpool][WARNING] - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c141db0>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 00:56:56,288][urllib3.connectionpool][WARNING] - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c142800>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 00:57:04,307][urllib3.connectionpool][WARNING] - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c142b30>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 00:57:04,307][urllib3.connectionpool][WARNING] - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c143220>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 00:57:04,308][urllib3.connectionpool][WARNING] - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ef59c142b60>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 01:07:04,334][urllib3.connectionpool][WARNING] - Retrying (Retry(total=4, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee998b6eb60>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 01:07:05,359][urllib3.connectionpool][WARNING] - Retrying (Retry(total=3, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee998b6ed10>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 01:07:07,374][urllib3.connectionpool][WARNING] - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee998054820>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 01:07:11,415][urllib3.connectionpool][WARNING] - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee998054220>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 01:07:19,423][urllib3.connectionpool][WARNING] - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee9980567a0>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/house/experiments/x7fe7h75j4luf6lz0fq6h/heartbeat
[2026-06-15 01:09:38,337][urllib3.connectionpool][WARNING] - Retrying (Retry(total=4, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee97a78dbd0>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 01:09:38,341][urllib3.connectionpool][WARNING] - Retrying (Retry(total=4, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee97a78ee90>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 01:09:39,352][urllib3.connectionpool][WARNING] - Retrying (Retry(total=3, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee97a78f130>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 01:09:39,352][urllib3.connectionpool][WARNING] - Retrying (Retry(total=3, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee97a78ec80>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
[2026-06-15 01:09:41,361][urllib3.connectionpool][WARNING] - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ee97a78fd90>: Failed to establish a new connection: [Errno 111] Connection refused')': /api/experiment/x7fe7h75j4luf6lz0fq6h/files/prepare
